321 1730.579650 5.185E-22 5.101E+01.10100.320 1280.23620.750.000000             V3         GROUND 57  3 55       58  3 56      340000 5 5 2 2 1 0   460.0  468.0
321 1730.583300 4.794E-22 4.780E+01.10100.320 1286.51950.750.000000             V3         GROUND 58  2 57       59  2 58      340000 5 5 2 2 1 0   468.0  476.0
321 1730.583610 4.794E-22 4.780E+01.10100.320 1286.51920.750.000000             V3         GROUND 58  1 57       59  1 58      340000 5 5 2 2 1 0   468.0  476.0
321 1730.592140 4.899E-22 4.820E+01.10100.320 1269.21650.750.000000             V3         GROUND 54  7 47       55  7 48      340000 5 5 2 2 1 0   436.0  444.0
321 1730.625420 2.677E-22 2.537E+01.10100.320 1253.78100.750.000000             V3         GROUND 52  9 44       53  9 45      340000 5 5 2 2 1 0   420.0  428.0
321 1730.754760 5.003E-22 4.897E+01.10100.320 1268.13490.750.000000             V3         GROUND 54  7 48       55  7 49      340000 5 5 2 2 1 0   436.0  444.0
321 1730.780570 4.430E-22 3.236E+01.10100.320 1204.12710.750.000000             V3         GROUND 53  6 47       54  6 48      340000 5 5 2 2 1 0   428.0  436.0
321 1730.815620 3.746E-22 4.272E+01.10100.320 1299.57440.750.000000             V3         GROUND 54  8 47       55  8 48      340000 5 5 2 2 1 0   436.0  444.0
321 1730.830850 2.527E-22 3.497E+01.10100.320 1335.47650.750.000000             V3         GROUND 53 10 44       54 10 45      340000 5 5 2 2 1 0   428.0  436.0
321 1730.835660 2.521E-22 3.488E+01.10100.320 1335.47680.750.000000             V3         GROUND 53 10 43       54 10 44      340000 5 5 2 2 1 0   428.0  436.0
321 1730.875470 1.785E-22 3.294E+01.10100.320 1390.85150.750.000000             V3         GROUND 52 12 41       53 12 42      340000 5 5 2 2 1 0   420.0  428.0
321 1730.880890 1.778E-22 3.282E+01.10100.320 1390.85150.750.000000             V3         GROUND 52 12 40       53 12 41      340000 5 5 2 2 1 0   420.0  428.0
321 1730.888530 4.039E-22 3.669E+01.10100.320 1256.45430.750.000000             V3         GROUND 55  5 51       56  5 52      340000 5 5 2 2 1 0   444.0  452.0
321 1730.949100 3.850E-22 4.394E+01.10100.320 1299.69290.750.000000             V3         GROUND 54  8 46       55  8 47      340000 5 5 2 2 1 0   436.0  444.0
321 1730.966160 5.804E-22 4.972E+01.10100.320 1240.63760.750.000000             V3         GROUND 54  6 49       55  6 50      340000 5 5 2 2 1 0   436.0  444.0
321 1731.108670 3.518E-22 3.335E+01.10100.320 1253.78580.750.000000             V3         GROUND 52  9 43       53  9 44      340000 5 5 2 2 1 0   420.0  428.0
321 1731.127670 3.706E-22 3.266E+01.10100.320 1246.42640.750.000000             V3         GROUND 54  6 48       55  6 49      340000 5 5 2 2 1 0   436.0  444.0
321 1731.174770 2.384E-22 1.941E+01.10100.320 1230.14320.750.000000          V6+V7         GROUND 54  7 47       55  5 50      340000 5 5 2 2 1 0   436.0  444.0
321 1731.221690 6.905E-22 5.147E+01.10100.320 1211.95520.750.000000             V3         GROUND 54  4 50       55  4 51      340000 5 5 2 2 1 0   436.0  444.0
321 1731.225950 6.514E-22 4.398E+01.10100.320 1187.76650.750.000000             V3         GROUND 53  5 48       54  5 49      340000 5 5 2 2 1 0   428.0  436.0
321 1731.247440 1.342E-22 2.716E+01.10100.320 1405.78730.750.000000             V3         GROUND 51 13 38       52 13 39      340000 5 5 2 2 1 0   412.0  420.0
321 1731.269600 1.342E-22 2.716E+01.10100.320 1405.78730.750.000000             V3         GROUND 51 12 39       52 13 40      340000 5 5 2 2 1 0   412.0  420.0
321 1731.273310 4.892E-22 3.877E+01.10100.320 1228.32250.750.000000             V3         GROUND 55  4 52       56  4 53      340000 5 5 2 2 1 0   444.0  452.0
321 1731.376470 6.234E-22 4.935E+01.10100.320 1228.05560.750.000000             V3         GROUND 55  3 52       56  3 53      340000 5 5 2 2 1 0   444.0  452.0
321 1731.378260 2.553E-22 3.694E+01.10100.320 1340.62520.750.000000             V3         GROUND 52 11 41       53 11 42      340000 5 5 2 2 1 0   420.0  428.0
321 1731.378930 2.553E-22 3.694E+01.10100.320 1340.62520.750.000000             V3         GROUND 52 11 42       53 11 43      340000 5 5 2 2 1 0   420.0  428.0
